,num_characters,words_count,num_locations,main_character,main_location,us_viewers_in_millions,views,imdb_votes,imdb_rating
323,39,1884.0,25,Homer Simpson,Moe's Tavern,10.5,62962.0,1918.0,9.1
324,40,2093.0,14,Homer Simpson,Simpson Home,9.6,19899.0,958.0,7.6
325,28,2107.0,13,Homer Simpson,Simpson Home,9.2,60952.0,962.0,8.3
326,25,2189.0,9,Bart Simpson,Elsewhere,9.6,32487.0,1036.0,8.1
327,30,2533.0,14,Lisa Simpson,Springfield Elementary School,7.0,56018.0,932.0,7.6
328,26,2498.0,9,Homer Simpson,Elsewhere,11.7,22426.0,938.0,7.7
329,43,2493.0,13,Lisa Simpson,Simpson Home,10.4,21608.0,957.0,8.0
330,26,2553.0,13,Bart Simpson,Simpson Home,14.4,57809.0,1016.0,8.0
331,30,2744.0,14,Homer Simpson,Elsewhere,9.0,43485.0,934.0,7.3
332,28,2622.0,18,Lisa Simpson,Simpson Home,8.0,50013.0,909.0,8.0
333,32,2415.0,15,Homer Simpson,Elsewhere,7.2,50300.0,863.0,7.3
334,33,2071.0,28,Lisa Simpson,Simpson Home,14.9,39480.0,731.0,7.2
335,64,2596.0,12,Homer Simpson,Elsewhere,11.5,50051.0,880.0,6.9
336,38,2341.0,13,Homer Simpson,Elsewhere,15.5,54195.0,843.0,7.6
337,40,2176.0,22,Homer Simpson,Elsewhere,9.2,44615.0,759.0,7.3
338,29,1910.0,18,Homer Simpson,Elsewhere,12.2,47155.0,851.0,7.3
339,35,2316.0,16,Homer Simpson,Simpson Home,14.0,51004.0,730.0,6.9
340,47,2552.0,20,Homer Simpson,Elsewhere,11.5,56561.0,928.0,7.8
341,36,2069.0,18,Homer Simpson,Elsewhere,8.7,47980.0,876.0,7.7
342,38,2393.0,15,Else,Elsewhere,7.3,47061.0,716.0,7.2
343,53,2681.0,23,Homer Simpson,Elsewhere,7.1,44172.0,776.0,7.5
344,44,2264.0,13,Bart Simpson,Elsewhere,6.9,47550.0,779.0,7.3
345,33,2734.0,16,Bart Simpson,Elsewhere,8.77,75315.0,780.0,7.0
346,39,2702.0,21,Homer Simpson,Simpson Home,8.1,34394.0,917.0,7.3
347,34,2663.0,13,Lisa Simpson,Simpson Home,6.8,47951.0,804.0,7.3
348,45,2620.0,10,Homer Simpson,Simpson Home,8.3,55726.0,882.0,7.7
349,36,2232.0,13,Homer Simpson,Simpson Home,8.9,41484.0,775.0,7.1
350,34,2167.0,15,Homer Simpson,Simpson Home,10.0,48194.0,715.0,7.3
351,44,2375.0,22,Homer Simpson,Elsewhere,10.4,43869.0,734.0,6.9
352,29,2226.0,15,Else,Elsewhere,18.5,49893.0,761.0,7.5
353,38,2310.0,19,Homer Simpson,Simpson Home,9.6,41259.0,822.0,6.6
354,36,2422.0,9,Else,Elsewhere,8.3,74046.0,955.0,7.9
355,32,2406.0,18,Homer Simpson,Elsewhere,16.8,49325.0,766.0,7.3
356,28,2332.0,11,Homer Simpson,Elsewhere,9.8,50427.0,777.0,7.3
357,27,2337.0,20,Homer Simpson,Moe's Tavern,8.3,48786.0,724.0,7.4
358,29,2654.0,27,Bart Simpson,Springfield Nuclear Power Plant,11.8,70913.0,1110.0,8.6
359,46,1987.0,16,Lisa Simpson,Simpson Home,16.1,45718.0,691.0,6.5
360,44,2357.0,12,Else,Elsewhere,13.1,49321.0,721.0,7.3
361,43,1681.0,27,Else,Elsewhere,13.4,56698.0,688.0,7.0
362,49,2254.0,18,Bart Simpson,Springfield Elementary School,12.4,69650.0,704.0,7.7
363,39,2201.0,17,Else,Simpson Home,11.8,47193.0,598.0,6.9
364,34,2618.0,14,Lisa Simpson,Springfield Elementary School,12.7,37456.0,631.0,7.0
365,31,2250.0,19,Homer Simpson,Simpson Home,14.9,47251.0,674.0,7.1
366,28,2313.0,14,Homer Simpson,Simpson Home,12.5,54539.0,765.0,7.7
367,56,2495.0,19,Marge Simpson,Simpson Home,17.4,55369.0,704.0,7.1
368,43,2156.0,27,Bart Simpson,Simpson Home,11.2,45176.0,621.0,7.1
369,48,2568.0,19,Else,Simpson Home,14.4,44837.0,577.0,6.9
370,26,2279.0,16,Else,Elsewhere,13.4,37376.0,651.0,7.2
371,31,2573.0,21,Homer Simpson,Simpson Home,12.5,35578.0,713.0,7.3
372,34,2193.0,12,Lisa Simpson,Simpson Home,13.2,45824.0,692.0,7.1
373,47,2168.0,20,Homer Simpson,Elsewhere,15.1,42907.0,633.0,6.8
374,39,2128.0,27,Homer Simpson,Simpson Home,11.7,50301.0,630.0,7.3
375,34,1964.0,17,Marge Simpson,Simpson Home,15.4,51877.0,644.0,6.9
376,33,2037.0,20,Homer Simpson,Simpson Home,11.8,45684.0,649.0,6.9
377,43,1940.0,13,Marge Simpson,Simpson Home,14.2,49429.0,642.0,7.3
378,42,2142.0,22,Lisa Simpson,Simpson Home,11.2,46466.0,613.0,7.2
379,41,2025.0,22,Homer Simpson,Simpson Home,11.59,43223.0,574.0,6.8
380,41,2317.0,19,Else,Elsewhere,15.0,40867.0,593.0,7.1
381,42,2315.0,20,Homer Simpson,Simpson Home,21.3,47276.0,650.0,6.6
382,39,2301.0,28,Homer Simpson,Elsewhere,11.71,49000.0,651.0,7.0
383,44,2155.0,19,Homer Simpson,Elsewhere,12.1,50464.0,575.0,6.6
384,34,2140.0,17,Else,Simpson Home,16.22,68381.0,738.0,7.4
385,19,2270.0,14,Else,Elsewhere,9.1,60763.0,1137.0,8.6
386,41,2263.0,29,Else,Elsewhere,10.5,37890.0,576.0,6.6
387,47,2292.0,17,Marge Simpson,Simpson Home,12.0,50276.0,589.0,6.7
388,39,2566.0,22,Homer Simpson,Simpson Home,10.6,45062.0,596.0,7.3
389,41,2390.0,11,Marge Simpson,Simpson Home,11.64,41064.0,566.0,7.0
390,51,2426.0,24,Homer Simpson,Simpson Home,8.7,56275.0,593.0,6.2
391,23,2223.0,7,Homer Simpson,Elsewhere,8.72,44500.0,554.0,6.8
392,41,2345.0,24,Homer Simpson,Simpson Home,10.3,40306.0,543.0,6.9
393,45,2436.0,22,Bart Simpson,Simpson Home,9.4,46792.0,583.0,7.3
394,34,2400.0,20,Homer Simpson,Simpson Home,10.7,43747.0,568.0,6.9
395,56,2342.0,20,Homer Simpson,Simpson Home,23.07,43356.0,582.0,6.4
396,44,2132.0,14,Homer Simpson,Simpson Home,9.79,35717.0,585.0,6.9
397,45,2144.0,26,Bart Simpson,Elsewhere,10.5,44539.0,599.0,6.9
398,21,2634.0,10,Homer Simpson,Simpson Home,10.19,35779.0,558.0,7.0
399,50,2012.0,17,Homer Simpson,Simpson Home,11.63,74401.0,646.0,7.3
400,36,2274.0,21,Homer Simpson,Simpson Home,10.1,39552.0,554.0,6.7
401,31,2298.0,17,Marge Simpson,Simpson Home,10.81,38908.0,562.0,6.6
402,37,2531.0,12,Else,Simpson Home,9.2,42440.0,560.0,6.7
403,39,2267.0,23,Else,Simpson Home,8.31,53146.0,615.0,7.3
404,35,2220.0,29,Else,Elsewhere,10.39,45513.0,706.0,7.0
405,39,2354.0,15,Homer Simpson,Elsewhere,9.5,46273.0,600.0,7.3
406,40,2251.0,28,Homer Simpson,Simpson Home,9.04,43599.0,535.0,7.0
407,27,2128.0,18,Lisa Simpson,Simpson Home,10.39,46309.0,572.0,6.9
408,30,2150.0,13,Homer Simpson,Elsewhere,8.17,44606.0,546.0,7.1
409,33,2137.0,28,Homer Simpson,Elsewhere,11.29,72271.0,666.0,7.4
410,48,2479.0,29,Homer Simpson,Elsewhere,8.11,43118.0,554.0,7.3
411,32,2540.0,17,Else,Simpson Home,8.01,42759.0,607.0,6.8
412,21,2543.0,15,Else,Moe's Tavern,10.3,21214.0,887.0,7.6
413,39,2216.0,12,Lisa Simpson,Springfield Elementary School,8.7,45267.0,582.0,7.2
414,46,2104.0,18,Lisa Simpson,Elsewhere,8.3,48419.0,596.0,7.1
415,42,2248.0,21,Homer Simpson,Elsewhere,7.57,44770.0,585.0,6.3
416,29,1812.0,21,Homer Simpson,Simpson Home,11.7,69957.0,687.0,7.1
417,25,2097.0,15,Else,Simpson Home,8.98,41751.0,606.0,6.3
418,33,2478.0,19,Else,Simpson Home,6.9,39238.0,585.0,6.1
419,29,2268.0,13,Homer Simpson,Simpson Home,8.23,42778.0,587.0,6.6
420,37,1697.0,22,Homer Simpson,Elsewhere,13.9,41312.0,615.0,6.6
421,29,2294.0,20,Bart Simpson,Simpson Home,8.09,45781.0,638.0,7.0
422,46,1841.0,20,Homer Simpson,Simpson Home,10.43,68799.0,723.0,7.1
423,29,2353.0,24,Else,Simpson Home,7.6,43485.0,1069.0,6.3
424,36,2166.0,18,Else,Elsewhere,6.19,38247.0,615.0,6.6
425,28,2251.0,24,Else,Elsewhere,9.31,37177.0,605.0,6.8
426,36,2341.0,16,Bart Simpson,Simpson Home,8.29,41161.0,578.0,7.2
427,37,2411.0,17,Homer Simpson,Elsewhere,10.5,44445.0,762.0,7.1
428,35,2595.0,13,Else,Elsewhere,6.11,44616.0,538.0,6.4
429,47,2254.0,23,Homer Simpson,Simpson Home,9.8,45281.0,692.0,7.3
430,24,2302.0,26,Homer Simpson,Elsewhere,8.16,40078.0,615.0,6.6
431,47,2498.0,27,Else,Elsewhere,8.8,45036.0,617.0,7.3
432,40,1896.0,22,Homer Simpson,Elsewhere,8.09,67621.0,580.0,7.0
433,43,2306.0,9,Homer Simpson,Simpson Home,6.4,47107.0,678.0,7.3
434,27,1790.0,16,Homer Simpson,Elsewhere,6.48,42892.0,569.0,7.0
435,27,2051.0,17,Lisa Simpson,Simpson Home,7.3,41658.0,626.0,7.3
436,49,1938.0,28,Else,Elsewhere,7.81,40507.0,636.0,6.6
437,40,2144.0,21,Homer Simpson,Simpson Home,7.8,40353.0,728.0,7.1
438,26,2359.0,21,Homer Simpson,Simpson Home,9.3,45735.0,780.0,7.2
439,38,2360.0,13,Lisa Simpson,Elsewhere,6.18,41440.0,585.0,7.0
440,24,2414.0,11,Bart Simpson,Simpson Home,7.35,43240.0,899.0,7.5
441,32,2207.0,15,Homer Simpson,Elsewhere,6.82,40679.0,591.0,7.0
442,29,2292.0,15,Homer Simpson,Simpson Home,5.99,41165.0,582.0,7.0
443,36,2609.0,21,Lisa Simpson,Elsewhere,7.75,31638.0,691.0,6.3
444,39,2499.0,24,Homer Simpson,Elsewhere,6.75,45032.0,613.0,7.1
445,32,2120.0,22,Else,Simpson Home,6.26,43446.0,545.0,7.2
446,26,2107.0,18,Bart Simpson,Springfield Elementary School,6.5,45179.0,605.0,7.2
447,32,2130.0,17,Else,Simpson Home,14.62,40194.0,552.0,6.7
448,27,2244.0,14,Bart Simpson,Springfield Elementary School,9.32,38196.0,585.0,6.6
449,23,2460.0,14,Else,Simpson Home,6.5,40864.0,604.0,7.2
450,37,2132.0,20,Else,Elsewhere,5.93,41528.0,482.0,6.9
451,39,2201.0,14,Marge Simpson,Simpson Home,7.5,39134.0,562.0,6.3
452,55,2293.0,14,Lisa Simpson,Simpson Home,6.06,45738.0,519.0,7.2
453,33,2143.0,17,Else,Simpson Home,6.2,42142.0,489.0,6.7
454,49,2262.0,16,Homer Simpson,Elsewhere,5.61,42028.0,461.0,6.9
455,27,2354.0,24,Lisa Simpson,Simpson Home,6.08,41059.0,496.0,6.6
456,36,2281.0,21,Else,Elsewhere,6.58,38097.0,479.0,6.5
457,37,2557.0,22,Bart Simpson,Simpson Home,7.11,38097.0,542.0,7.2
458,31,2292.0,18,Homer Simpson,Elsewhere,5.87,44945.0,525.0,6.8
459,29,2135.0,16,Homer Simpson,Elsewhere,6.14,41202.0,470.0,6.5
460,36,1904.0,15,Homer Simpson,Simpson Home,9.04,42893.0,560.0,6.7
461,31,2036.0,11,Homer Simpson,Simpson Home,5.48,46154.0,483.0,7.2
462,31,1956.0,8,Bart Simpson,Springfield Elementary School,5.69,40487.0,554.0,7.0
463,29,1868.0,17,Bart Simpson,Simpson Home,9.38,37568.0,489.0,6.4
464,31,2383.0,21,Homer Simpson,Elsewhere,6.1,41638.0,486.0,6.6
465,37,2050.0,17,Bart Simpson,Simpson Home,12.6,41253.0,464.0,6.3
466,28,2123.0,18,Lisa Simpson,Simpson Home,6.72,39073.0,501.0,6.8
467,38,2505.0,15,Else,Elsewhere,6.47,42734.0,520.0,6.9
468,32,2483.0,16,Homer Simpson,Simpson Home,7.7,46822.0,815.0,7.3
469,33,2374.0,12,Else,Springfield Elementary School,6.19,37642.0,528.0,7.0
470,36,2054.0,19,Homer Simpson,Springfield Nuclear Power Plant,7.97,38034.0,491.0,6.7
471,41,2061.0,24,Homer Simpson,Springfield Elementary School,11.48,43275.0,553.0,7.0
472,32,2022.0,12,Else,Elsewhere,4.83,40646.0,475.0,7.1
473,51,2709.0,13,Else,Simpson Home,4.07,47005.0,408.0,6.7
474,39,2455.0,21,Homer Simpson,Simpson Home,6.86,35136.0,415.0,6.7
475,45,2210.0,23,Homer Simpson,Simpson Home,8.97,42306.0,411.0,6.9
476,42,2250.0,22,Else,Elsewhere,5.43,39301.0,482.0,6.5
477,42,2129.0,21,Else,Springfield Elementary School,6.85,43717.0,440.0,7.0
478,29,2279.0,10,Bart Simpson,Elsewhere,5.0,53058.0,568.0,7.4
479,25,2764.0,24,Lisa Simpson,Elsewhere,5.77,42780.0,712.0,7.8
480,37,1921.0,15,Lisa Simpson,Simpson Home,4.26,40669.0,490.0,6.5
481,48,2614.0,14,Homer Simpson,Simpson Home,12.04,45354.0,648.0,7.6
482,31,2385.0,13,Homer Simpson,Simpson Home,5.09,45133.0,425.0,6.9
483,32,2216.0,12,Homer Simpson,Elsewhere,4.85,42925.0,418.0,7.0
484,36,2159.0,17,Homer Simpson,Springfield Nuclear Power Plant,5.25,43615.0,493.0,7.1
485,41,2096.0,20,Homer Simpson,Elsewhere,6.42,64758.0,654.0,7.1
486,43,2437.0,14,Homer Simpson,Elsewhere,4.54,41184.0,405.0,6.5
487,33,2557.0,16,Homer Simpson,Simpson Home,5.23,42215.0,405.0,6.6
488,44,2516.0,24,Bart Simpson,Elsewhere,8.08,36570.0,597.0,6.4
489,40,2253.0,13,Homer Simpson,Simpson Home,7.46,43211.0,430.0,6.5
490,32,1638.0,18,Homer Simpson,Simpson Home,6.57,67484.0,600.0,7.3
491,31,2602.0,21,Homer Simpson,Simpson Home,7.44,40649.0,493.0,7.2
492,31,2108.0,27,Else,Simpson Home,4.57,42807.0,406.0,7.0
493,39,2006.0,21,Marge Simpson,Simpson Home,4.16,42426.0,410.0,6.3
494,26,2175.0,17,Homer Simpson,Elsewhere,4.08,40671.0,442.0,7.1
495,40,2579.0,11,Marge Simpson,Simpson Home,4.52,44984.0,396.0,7.0
496,32,2216.0,13,Marge Simpson,Simpson Home,8.6,52778.0,831.0,7.3
497,41,1927.0,13,Homer Simpson,Simpson Home,4.02,44271.0,407.0,6.6
498,31,1941.0,20,Bart Simpson,Elsewhere,3.45,48760.0,445.0,5.8
499,29,2490.0,19,Homer Simpson,Elsewhere,3.45,38432.0,431.0,6.5
500,38,2192.0,12,Homer Simpson,Simpson Home,2.78,36221.0,377.0,6.3
501,0,0.0,0,Else,Elsewhere,6.75,195.0,385.0,6.8
502,0,0.0,0,Else,Elsewhere,4.41,166.0,356.0,6.6
503,33,2062.0,10,Marge Simpson,Simpson Home,3.66,51132.0,402.0,6.7
504,0,0.0,0,Else,Elsewhere,3.28,187.0,532.0,5.9
505,0,0.0,0,Else,Elsewhere,3.12,40783.0,330.0,6.2
506,0,0.0,0,Else,Elsewhere,3.59,37874.0,374.0,6.7
507,0,0.0,0,Else,Elsewhere,5.64,145.0,328.0,6.3
508,28,2199.0,18,Homer Simpson,Simpson Home,4.28,39702.0,434.0,7.3
509,0,0.0,0,Else,Elsewhere,2.89,158.0,252.0,6.3
510,0,0.0,0,Else,Elsewhere,3.33,42123.0,347.0,6.9
511,18,1830.0,17,Marge Simpson,Simpson Home,3.79,43023.0,377.0,6.9
512,32,2109.0,19,Else,Elsewhere,8.53,29526.0,652.0,5.8
513,25,2008.0,18,Marge Simpson,Elsewhere,7.33,42912.0,457.0,6.5
514,0,0.0,0,Else,Elsewhere,3.95,170.0,271.0,6.7
515,37,2021.0,13,Homer Simpson,Elsewhere,6.52,37064.0,432.0,6.8
516,47,2057.0,20,Else,Simpson Home,7.76,65425.0,612.0,7.3
517,40,2162.0,12,Else,Moe's Tavern,2.67,35846.0,360.0,6.7
518,0,0.0,0,Else,Elsewhere,2.32,190.0,246.0,6.5
519,0,0.0,0,Else,Elsewhere,2.82,47429.0,335.0,6.9
520,0,0.0,0,Else,Elsewhere,3.09,174.0,233.0,6.3
521,0,0.0,0,Else,Elsewhere,5.53,170.0,305.0,7.1
522,0,0.0,0,Else,Elsewhere,3.31,160.0,404.0,7.2
523,31,2583.0,16,Homer Simpson,Simpson Home,20.6,58561.0,1257.0,8.0
524,43,2619.0,14,Else,Elsewhere,23.9,58968.0,1618.0,8.8
525,20,2541.0,22,Bart Simpson,Simpson Home,27.1,63129.0,1732.0,8.1
526,32,2697.0,18,Else,Simpson Home,17.2,50936.0,1227.0,8.2
527,32,2067.0,12,Homer Simpson,Simpson Home,19.3,64605.0,1747.0,9.0
528,38,1679.0,25,Else,Simpson Home,20.0,65585.0,2010.0,9.0
529,47,2438.0,16,Else,Elsewhere,18.7,74139.0,1085.0,7.7
530,37,2414.0,20,Homer Simpson,Elsewhere,18.2,75439.0,1505.0,8.8
531,33,2422.0,9,Else,Springfield Elementary School,19.7,66406.0,1118.0,8.4
532,44,2373.0,21,Else,Elsewhere,15.5,74427.0,1103.0,8.2
533,29,2018.0,25,Homer Simpson,Elsewhere,22.2,119295.0,1690.0,9.0
534,52,2490.0,13,Else,Springfield Elementary School,15.0,86070.0,1619.0,9.1
535,52,2590.0,11,Else,Elsewhere,13.9,79609.0,2439.0,9.2
536,34,2091.0,15,Homer Simpson,Elsewhere,14.9,64743.0,1383.0,8.5
537,17,2366.0,8,Else,Springfield Nuclear Power Plant,11.8,74177.0,2256.0,9.2
538,46,2009.0,17,Homer Simpson,Simpson Home,10.9,30963.0,1019.0,8.1
539,34,2499.0,10,Else,Simpson Home,11.4,19419.0,905.0,7.7
540,35,2306.0,12,Homer Simpson,Elsewhere,8.3,45779.0,901.0,7.6
541,47,2141.0,14,Else,Springfield Elementary School,15.9,56755.0,836.0,8.0
542,52,2170.0,18,Homer Simpson,Simpson Home,18.5,68784.0,899.0,8.0
543,32,1860.0,25,Homer Simpson,Simpson Home,14.4,53728.0,1095.0,8.6
544,52,2233.0,21,Homer Simpson,Simpson Home,8.2,53639.0,701.0,8.0
545,53,1951.0,29,Homer Simpson,Elsewhere,16.7,71817.0,752.0,7.6
546,40,2163.0,17,Else,Simpson Home,6.43,69460.0,905.0,8.2
547,38,2116.0,13,Homer Simpson,Simpson Home,6.7,48223.0,977.0,7.9
548,0,0.0,0,Else,Elsewhere,3.69,196.0,462.0,7.5
549,0,0.0,0,Else,Elsewhere,2.52,192.0,193.0,6.7
550,33,2337.0,21,Homer Simpson,Elsewhere,27.5,78072.0,1709.0,7.5
551,44,2554.0,20,Lisa Simpson,Springfield Elementary School,7.76,48070.0,809.0,7.3
552,52,2376.0,18,Homer Simpson,Simpson Home,16.2,40990.0,803.0,7.4
553,40,2380.0,22,Homer Simpson,Elsewhere,15.0,44005.0,762.0,7.2
554,39,1997.0,20,Else,Simpson Home,14.5,41049.0,623.0,6.5
555,47,2069.0,29,Lisa Simpson,Springfield Elementary School,12.6,43756.0,555.0,7.1
556,53,2334.0,31,Else,Elsewhere,8.9,42492.0,575.0,7.1
557,30,2338.0,21,Homer Simpson,Simpson Home,8.49,45489.0,530.0,7.0
558,26,2518.0,13,Homer Simpson,Simpson Home,11.92,41620.0,661.0,7.4
559,20,2443.0,29,Else,Moe's Tavern,9.72,48854.0,642.0,7.4
560,28,2630.0,13,Else,Simpson Home,10.09,41323.0,854.0,6.5
561,46,2333.0,15,Homer Simpson,Elsewhere,7.04,42280.0,549.0,6.7
562,37,1940.0,21,Homer Simpson,Simpson Home,7.7,35926.0,637.0,7.2
563,40,2320.0,12,Homer Simpson,Simpson Home,8.52,38879.0,599.0,7.1
564,0,0.0,0,Else,Elsewhere,5.86,6477.0,648.0,7.2
565,28,1911.0,13,Else,Moe's Tavern,8.59,66209.0,671.0,7.3
566,26,2424.0,12,Else,Elsewhere,5.65,44645.0,482.0,6.7
567,35,1855.0,8,Homer Simpson,Simpson Home,5.94,40632.0,511.0,6.9
568,24,1736.0,23,Homer Simpson,Elsewhere,8.19,61954.0,680.0,7.1
569,33,2574.0,13,Homer Simpson,Springfield Nuclear Power Plant,5.61,41687.0,493.0,6.8
570,39,2140.0,14,Else,Springfield Elementary School,4.89,44170.0,417.0,7.1
571,21,2448.0,24,Homer Simpson,Simpson Home,4.01,42996.0,460.0,7.2
572,41,2379.0,23,Homer Simpson,Springfield Elementary School,3.91,42080.0,430.0,6.9
573,23,2410.0,14,Else,Moe's Tavern,3.93,34137.0,372.0,6.6
574,0,0.0,0,Else,Elsewhere,2.55,188.0,228.0,6.4
575,0,0.0,0,Else,Elsewhere,2.54,276.0,210.0,6.9
576,0,0.0,0,Else,Elsewhere,3.36,994.0,104.0,6.6
577,46,2067.0,20,Else,Elsewhere,18.1,50903.0,833.0,7.2
578,48,2098.0,29,Homer Simpson,Simpson Home,12.3,54348.0,649.0,7.0
579,36,2173.0,17,Homer Simpson,Simpson Home,10.8,48954.0,642.0,7.1
580,50,2394.0,14,Lisa Simpson,Springfield Elementary School,22.1,42885.0,628.0,7.3
581,46,2485.0,11,Else,Simpson Home,14.4,42185.0,599.0,7.1
582,49,2449.0,26,Homer Simpson,Simpson Home,12.2,43134.0,705.0,7.1
583,39,2713.0,13,Homer Simpson,Simpson Home,9.69,48303.0,635.0,7.2
584,25,2230.0,18,Marge Simpson,Simpson Home,11.4,39428.0,578.0,6.9
585,36,2121.0,16,Homer Simpson,Elsewhere,8.2,47829.0,677.0,7.2
586,30,1789.0,7,Lisa Simpson,Elsewhere,8.94,33495.0,671.0,6.7
587,30,2110.0,19,Homer Simpson,Simpson Home,9.7,36253.0,706.0,6.7
588,29,2054.0,21,Marge Simpson,Elsewhere,8.8,35850.0,620.0,6.9
589,30,2094.0,23,Homer Simpson,Simpson Home,10.15,44862.0,949.0,8.2
590,26,2070.0,21,Lisa Simpson,Simpson Home,5.75,38582.0,706.0,5.9
591,29,1836.0,15,Else,Springfield Elementary School,6.52,41271.0,603.0,7.0
592,40,2154.0,19,Homer Simpson,Elsewhere,6.15,45727.0,619.0,6.3
593,33,2371.0,19,Homer Simpson,Simpson Home,6.58,43254.0,571.0,6.8
594,30,2691.0,16,Else,Moe's Tavern,5.25,43681.0,492.0,7.0
595,33,1948.0,15,Homer Simpson,Elsewhere,5.77,45226.0,580.0,7.0
596,38,2073.0,26,Homer Simpson,Simpson Home,4.97,44818.0,541.0,7.3
597,30,2347.0,27,Homer Simpson,Simpson Home,5.65,39687.0,460.0,6.9
598,36,2227.0,16,Bart Simpson,Simpson Home,2.69,39292.0,473.0,6.4
599,44,2415.0,18,Else,Elsewhere,3.64,55742.0,504.0,7.0
